"","X","ID","day","Atease","Calm","Relaxed","Drowsy","Sluggish","Tired","Content","Pleased","Happy","Alert","Aroused","Hyperactivated","Miserable","Troubled","Unhappy","Sleepy","Quiet","Still","Afraid","Ashamed","Distressed","Guilty","Hostile","Irritable","Jittery","Nervous","Scared","Upset","Active","Alone","Attentive","Determined","Enthusiastic","Excited","Inspired","Interested","Proud","Strong"
"11982",11982,1149,7,0.5,0.25,0.25,0,0,0,0.75,0.5,0.5,0.5,0,0,0,0,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.75,0.5,0.75,0.25,0.75,0.5,0.5
"11983",11983,1149,8,0.5,0.75,0.5,0,0,0,0.5,0.5,0.75,0.75,0,0,0,0,0,0,0.75,0,0,0,0.5,0,0,0.25,0,0.25,0,0.5,0.5,0,0.75,0.5,0.5,0.75,0.25,0.75,0.5,0.5
"11984",11984,1149,9,0.25,0.5,0.25,0.25,0.25,0,0.5,0.5,0.5,0.75,0.75,0,0,0,0.25,0,0.5,0,0,0,0,0,0.25,0.75,0,0,0,1,0.25,0,0.25,0.75,0.25,0.25,0.5,0.5,0.5,0.5
"11985",11985,1149,10,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.75,0.25,0.5,0,0.5,0.5,0.5
"11986",11986,1149,11,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0,0,0,0,0.25,0.25,0.25,0,0,0,0,0.25,0.25,0,0,0,0,0.25,0,0.5,0.25,0.5,0.75,0.25,0.5,0.5,0.5
"11987",11987,1149,12,0.5,0.75,0.75,0.25,0.25,0,0.75,0.5,0.75,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.25,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"11988",11988,1149,13,0.75,0.5,0.75,0,0,0,0.75,0.75,0.75,1,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0.5,0,0.75,0.5,0.5
"11989",11989,1149,14,0.75,0.75,0.75,0,0,0,0.75,0.5,0.75,0.75,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.5,0.5,0.5,0,0.25,0.5,0.75
"11990",11990,1149,15,0.5,0.75,0.75,0,0.75,0,0.5,0.5,0.5,0.75,0,0,0,0,0,0,0.5,0.75,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0.5,0.5,0.25,0.5,0,0.5,0.5,0.5
"11991",11991,1149,16,0.5,0.25,0.5,0.25,0,0.25,0.75,0.75,0.75,0.75,0,0,0,0.25,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,1,0.75,0.75,0.5,0.75
"11992",11992,1149,17,0.5,0.75,0.25,0.25,0,0.75,0.5,0.75,0.75,0.5,0.25,0,0,0,0,0.75,0.75,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,1,0.5,0.5,0.5,0,0.75,0.5,0.5
"11993",11993,1149,18,0.5,0.5,0.5,0.25,0.75,0,0.75,0.75,0.75,1,0.25,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0.75,0.5,0.75,0.75,0.25,0.75,0.5,0.5
"11994",11994,1149,19,0.5,0.75,0.5,0.25,0.5,0.75,0.5,0.5,0.75,0.25,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0.25,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.25
"11995",11995,1149,20,0.75,0.5,0.5,0.25,0,0.5,0.75,0.75,0.75,0.5,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0.5,0.75,0.5,0,0.5,0.5,0.5
"11996",11996,1149,21,0.5,0.5,0.5,0,0,0,0.75,0.5,0.75,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0,0,0.75,0,0.5,0.75,0.5,0.5,0,0.5,0.5,0.5
"11997",11997,1149,22,0.75,0.75,0.75,0,0.25,0,0.75,0.5,0.75,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.5,0.5,0.5,0,0.75,0.5,0.5
"11998",11998,1149,23,0.75,0.5,0.5,0,0,0,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.5,0.5,0,0.75,0.5,0.5
"11999",11999,1149,24,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.25,0,0,0,0,0,0,0.5,0,0,0,0.75,0.75,0,0.25,0.75,0.5,0.5,0,0.25,0.5,0.5
"12000",12000,1149,25,0.5,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.25,0,0,0,0,0,0.75,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0.25,0,0.5,0.75,0.25,0.5,0,0.75,0.5,0.5
"12001",12001,1151,1,0.5,0.75,0.75,0,0.75,0.25,0.75,0.5,0.75,0.25,0.5,0.25,0,0.25,0,0.25,0.25,0,0,0.25,0.5,0,0,0.25,0.25,0.25,0,0,0.25,0,0.5,0.5,0.5,0.75,0.75,0.25,0.25,0.5
"12002",12002,1151,2,0.5,0.5,0.5,0,0.75,0.5,0.75,0.75,0.75,0.25,0.5,0.25,0,0,0,0.75,0.5,0,0,0,0.25,0,0,0,0,0.5,0,0.25,1,0,0.75,0.75,0.75,0.5,0.5,0.75,0.25,0.75
"12003",12003,1151,3,0.25,0.5,0.25,0.5,0.75,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0.25
"12004",12004,1151,4,0.5,0.75,0.75,0.25,0,0.25,0.75,0.75,0.75,0.75,0.5,0.25,0,0.25,0,0.25,0.25,0.25,0,0,0,0.25,0.25,0,0,0,0,0.25,0.75,0.25,0.75,0.75,0.75,0.75,0.25,0.75,0.5,0.75
"12005",12005,1151,5,0.5,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.5,0.25,0.25,0,0.25,0.25,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0,0.5,0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.75
"12006",12006,1151,6,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.25,0.5,0,0.25,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0,0.5,0.25,0.25,0.25,0.75,0.75,0.25,0.5,1,0.5,0.75,0.5,0.75,0.5,0.5
"12007",12007,1151,7,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.75,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.5,0,0,0,0,0,0.5,0.25,0.25,0.25,0.5,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75
"12008",12008,1151,8,0.5,0.25,0.5,0,0.5,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0,0,0.25,0.25,0.5,0,0.25,0.75,0,0.5,0.5,0.25,0.5,0.5,0.75,0.5,0.5
"12009",12009,1151,9,0.25,0.25,0.25,0.25,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0,0,0.25,0.75,0.75,0,0.75,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75
"12010",12010,1151,10,0.5,0.75,0.75,0.5,0.5,0.25,0.75,0.75,0.5,0.5,0.25,0.25,0.5,0.25,0,0.25,0.25,0.25,0.25,0.25,0.5,0,0,0.25,0.25,0.25,0,0.25,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75
"12011",12011,1151,11,0.5,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0,0.25,0.25,0.25,0.25,0,0.25,0,0,0,0,0,0.25,0.25,0,0.25,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75
"12012",12012,1151,12,0.25,0.5,0.5,0.25,0.25,0.25,0.75,0.75,0.5,0.25,0.75,0.25,0.25,0.25,0,0.25,0.25,0.25,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.75,0.25,0.75,0.75,0.5,0.25,0.75,0.75,0.75,0.75
"12013",12013,1151,13,0.25,0.5,0.5,0.5,0.25,0.25,0.75,0.75,0.5,0.25,0.75,0.5,0,0.25,0,0.5,0.5,0.25,0,0,0,0,0,0.25,0.25,0.75,0,0.5,0.75,0,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75
"12014",12014,1151,14,0.25,0.5,0.25,0.25,0.5,0.25,0.75,0.75,0.5,0.5,0.5,0.25,0.5,0.25,0.25,0.25,0.5,0.25,0,0.25,0.5,0.5,0,0,0.25,0.25,0.25,0.5,0.75,0.25,0.75,0.25,0.5,0.5,0.5,0.75,0.5,0.75
"12015",12015,1151,15,0.5,0.5,0.25,0.25,0.25,0.5,0.75,0.75,0.75,0.5,0.25,0.25,0,0.25,0,0.5,0.5,0,0.25,0,0.25,0,0,0,0.25,0,0.25,0.25,0.75,0.25,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.75
"12016",12016,1151,16,0.5,0.5,0.5,0.5,0.25,0.5,0.75,0.75,0.75,0.25,0.5,0.25,0.25,0.25,0.25,0.5,0.25,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"12017",12017,1151,17,0.5,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.5,0.75,0.25,0.25,0.25,0,0.25,0.5,0.25,0,0,0.25,0,0,0,0.25,0.25,0,0.25,0.75,0,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.75
"12018",12018,1151,18,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.75,0.25,0.25,0.25,0,0.25,0.25,0.5,0.25,0,0.25,0.25,0.25,0,0.25,0.5,0.25,0.25,0.25,0.25,0.75,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.75
"12019",12019,1151,19,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.75,0.75,0.5,0.75,0.25,0,0.25,0.25,0.25,0.25,0.25,0,0.25,0,0,0,0,0.5,0.25,0,0.25,0.75,0,0.75,0.25,0.5,0.5,0.75,0.75,0.5,0.75
"12020",12020,1151,20,0.5,0.25,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0,0.25,0,0.25,0.25,0,0,0,0,0,0,0,0.25,0.5,0,0.25,0.75,0.25,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75
"12021",12021,1151,21,0.75,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.25,0.25,0,0.25,0,0.25,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.75
"12022",12022,1151,22,0.5,0.5,0.75,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0.75,0.25,0.75,0.75,0.5,0.5,0.5,0.75,0.5,0.75
"12023",12023,1151,23,0.5,0.5,0.75,0,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.5,0,0.25,0,0.25,0.25,0.25,0.25,0,0,0,0,0,0.25,0.25,0,0,0.75,0,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.75
"12024",12024,1151,24,0.5,0.5,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0.5,0.25,0.25,0,0.5,0.75,0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75
"12025",12025,1151,25,0.5,0.25,0.5,0.25,0,0.25,0.75,0.75,0.75,0.5,0.75,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0.75,0,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.75
"12026",12026,1152,1,0.25,0.25,0.5,0.25,0,1,1,0.75,0.75,0,0.5,0,0,0,0,0.75,0,0,0,0,0,0,0,0.75,0.25,0,0,0,0.5,0,0.25,0.5,0,0.25,0.25,0.5,0,0.75
"12027",12027,1152,2,0.5,0,0.25,0,0,0.25,1,0.75,1,0.25,0.5,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0.25,0.75,0,0,0.5,0,0.75,0.25,0,1,1,0.75,0.5,0.75
"12028",12028,1152,3,0.5,1,0.75,0.5,0.5,0.75,0.75,0.5,0.75,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0.75,0.25,0,0.5,0,1,0.75
"12029",12029,1152,4,0.75,0.75,0,0,0,0.25,0.75,0.25,0.5,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25
"12030",12030,1152,5,0,0,0.25,0,0,0.25,0.75,0.5,0.5,0.5,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0.25,0.5,0,0,0,0.25,0.5,0.75
"12031",12031,1152,6,0.5,0.25,0.5,0,0,0.75,1,0.75,0.75,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.5,0.75,0.5,0.5,0.75,0.25,1,0.75
"12032",12032,1152,7,0.25,0,0,0,0,1,0.5,0.25,0.5,0.25,0.25,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.25,0.5,0,0,0.75,0,0,0,0,0.25,0.5
"12033",12033,1152,8,0,0,0,0,0,0.75,0.25,0.25,0.25,0,0,0,0.25,0.5,0.5,0,0.25,0.5,0.75,0,0.75,0,0,0,0.25,0.5,0,0,0,0.75,0,0,0,0.25,0,0,0,0
"12034",12034,1152,9,0,0,0,0,0.25,1,0,0.25,0,0,0.25,0,0,0.5,0.25,0,1,0.5,0.5,0.5,0.75,0,0,0,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0
"12035",12035,1152,10,0,0,0,0,0,1,0.25,0,0.25,0.25,0,0,0.25,0.25,0.5,0,0,0,0.75,0.5,0.5,0,0,0.25,0.75,0.75,0,0,0,0.75,0,0,0,0,0,0,0,0
"12036",12036,1152,11,0.25,0.25,0,0,0,0.25,0.25,0,0.5,0,0,0,0,0.5,0,0,0.25,0,0.25,0,0.25,0,0,0,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0.25
"12037",12037,1152,12,0,0,0.25,0,0,0.75,0.25,0.25,0.5,0.25,0,0,0,0,0,0.25,0.5,0,0.25,0,0,0,0,0.75,0.5,0.5,0,0,0.5,0,0,0.25,0,0,0,0.25,0,0.25
"12038",12038,1152,13,0.25,0.75,0.75,0,0,0.25,1,0.5,0.75,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0.75,0.25,0.5,0.5,0.5,0.75,1
"12039",12039,1152,14,0.25,0.25,0.25,0,0,0.75,0.75,0.75,0.75,0.25,0,0,0,0.25,0,0,0.5,0,0.5,0,0,0,0,0.5,0.75,0.5,0,0,1,0,0,0.5,0,0,0,0,0.5,0.75
"12040",12040,1152,15,0.25,0.25,1,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0,0.25,0,0,0,0,0,0,0,0.25,0,0.5,0.25,0.75,0,0.5,0.75,0,0.5,0.75,0.75,0.25,1,0.75,1,1
"12041",12041,1152,16,0.75,0.5,0.75,0,0,0.5,1,0.75,0.75,0.5,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.5,0.25,1,0.5,0.75,0.5,0.75
"12042",12042,1152,17,0.25,0.25,0.5,0,0,0,1,1,1,0,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0.5,0.25,0.5,0.5,0.5,0.25,0.75,0.5
"12043",12043,1152,18,0.5,0.25,0.25,0,0,1,0.25,0.5,0.5,0,0.25,0,0,0.5,0,0,0.25,0,0,0.25,0.25,0.25,0,0,0.75,0.75,0,0,1,0,0,0.5,0,0,0,0,0.5,0.75
"12044",12044,1152,19,0.25,0.5,0.25,0,0.75,0.5,0.5,0,0.5,0.25,0.5,0,0,0,0,0.25,1,0.5,0,0.25,0.5,0,0,0.75,0.25,0.25,0,0.5,0,0,0,0.25,0,0,0,0,0.75,0.25
"12045",12045,1152,20,1,0.25,1,0,0,0.25,0.75,0.75,0.75,0.5,0,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.25,0.5,1,0.5,0.5,0.75,1
"12046",12046,1152,21,0.25,0,0,0,0.75,0,0,0.5,0.5,0.5,0.75,0,0,0,0,0,0,0.75,0,0.25,0,0.25,0.25,1,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0
"12047",12047,1152,22,0.25,0.5,0.5,0,0.25,0,0.5,0.5,0.75,0.25,0,0,0,0,0.25,0,0.5,0.75,0,0.25,0.25,0,0,0.25,0.5,0.75,0.25,0,0,0,0,0,0,0.5,0,0,0.5,0
"12048",12048,1152,23,0.5,0.5,0.5,0,0,0.25,0.5,0.75,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0.25,0.5,0,0,0.75,0,0.5,0.5,0.75,0.5,0.5,0.5,1,1
"12049",12049,1152,24,1,0.75,0.75,0,0,0.25,1,0.75,0.75,0.75,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,0.75,0.5,0.5,0.75,0.5,1,1
"12050",12050,1152,25,0,0.25,0.25,0,0.25,0.5,0.5,0.5,0.5,0.25,0.75,0,0,0.5,0,0.25,0,0,0.5,0.75,0.75,0.75,0,0.25,1,0.75,0.75,0.5,0.25,0.25,0.25,0,0.25,0.25,0.25,0.5,0,0.25
"12051",12051,1153,1,0.75,0.75,0.75,0,0,0.25,0.75,0.75,0.75,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5
"12052",12052,1153,2,0.5,0.25,0.5,0,0,0,0.75,0.75,0.5,0.75,0.25,0,0.25,0,0,0,0.25,0,0,0,0.25,0,0,0,0,0.5,0,0.25,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5
"12053",12053,1153,3,0.75,0,0.5,0,0,0.25,0.75,0.75,0.75,0.75,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.75,0.5,0.75,0.75,0.5,0.75,0.5,0.25
"12054",12054,1153,4,0.75,0.25,0.75,0,0.5,0.25,0.75,0.75,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0.75,0,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.5
"12055",12055,1153,5,0.25,0.5,0.25,0.75,0.25,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0,0.25,0.25,0.25,0.25,0,0.5
"12056",12056,1153,6,0.75,0.25,0.75,0.25,0,0,0.5,0.75,0.5,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.25,0.25,0.25,0.25,0.5,0,0
"12057",12057,1153,7,0.75,0,0.75,0,0,0,0.75,0.75,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.5,0.5,0.5,0.75,0.75,0.25,0.5
"12058",12058,1153,8,0.75,0.25,0.75,0,0,0,1,0.75,1,0.75,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,1,0.5,0.5,0.25,0.75,0.25,0.5
"12059",12059,1153,9,0.75,0.5,0.5,0,0,0.5,0.75,1,0.75,0.25,0.25,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5
"12060",12060,1153,10,0.25,0.5,0.25,0,0,0,0.25,0.75,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0.5,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.75,0.5,0.25
"12061",12061,1153,11,0.5,0.75,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0.25,0,0.25,0,0.75,0.5,0,0,0.25,0,0,0,0,0,0,0.25,0.5,0.25,0.5,0.75,0.5,0.25,0.5,0.5,0.25,0.25
"12062",12062,1153,12,0.5,0.75,0.25,0.25,0.25,0.25,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.75,0.5,0,0,0.25,0,0,0.25,0,0,0,0.25,0.5,0.25,0.5,0.5,0.5,0.5,0.25,0.5,0,0.25
"12063",12063,1153,13,0.5,0.25,0.5,0,0,0,0.75,0.75,0.75,0.75,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.5
"12064",12064,1153,14,0.75,0.25,0.5,0,0,0,0.75,0.5,0.5,0.75,0,0,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
"12065",12065,1153,15,0.75,0.25,0.5,0,0,0.25,0.5,0.5,0.75,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0.75,0,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.5
"12066",12066,1153,16,0.5,0.25,0.5,0,0,0,0.5,0.75,0.5,0.75,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0,0,0.75,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0.75,0.5
"12067",12067,1153,17,0.5,0.5,0.5,0,0,0,0.5,0.25,0.25,0.5,0,0,0,0,0,0,0.5,0.25,0,0,0.5,0,0,0,0,0,0,0,0.5,0.25,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25
"12068",12068,1153,18,0.5,0.5,0.5,0,0,0.25,0.5,0.5,0.5,0.5,0.25,0,0,0,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.75,0.5,0.75,0.75,0.5,0.75,0.25,0.5
"12069",12069,1153,19,0.5,0.5,0.25,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0,0,0.25,0,0.5,0.5,0.75,0.25,0,0,0.5,0,0,0,0,0,0,0,0.25,0.5,0.5,0.25,0.5,0.25,0.25,0.5,0,0.25
"12070",12070,1153,20,0.25,0.5,0,0.25,0,0,0.25,0.5,0.25,0.5,0,0,0,0.25,0.25,0,0.5,0.25,0,0,0.5,0,0,0.5,0,0,0,0.25,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.25,0.25
"12071",12071,1153,21,0.5,0.25,0.5,0,0,0,0.75,0.25,0.75,0.5,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.5
"12072",12072,1153,22,0.75,0.25,0.5,0,0,0,0.5,0.25,0.5,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.25
"12073",12073,1153,23,0.25,0,0.5,0,0,0,0.75,0.5,0.75,0.75,0.5,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0.5,0.5,0,0,0.75,0,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.5
"12074",12074,1153,24,0.75,0.75,0.75,0,0,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.75,0.75,0.75,0.75,0.75,1,0.5
"12075",12075,1153,25,0.25,0,0,0,0,0,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.25,0.5,0,0,0,0,0.25,0.5,0.5,0,0,0.25,0.25,0,1,0.75,0.5,0.75,0.75,0.25,0.75,0.5,0.75,0.25,0.5
"12076",12076,1164,1,0.5,0.75,0.5,0.25,0,0.25,0.75,0.5,0.5,0.75,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0.5,0,0,0,0.25,0.75,0,0.75,0.5,0,0,0,0.25,0,0.75
"12077",12077,1164,2,0.75,0.5,0.5,0,0,0.75,1,0.5,0.5,0.75,0,0,0,0,0,0.75,0.5,0,0,0,0.5,0,0,0.25,0,0,0,0.5,0.75,0,0.75,0.75,0,0,0,0.5,0,0.5
"12078",12078,1164,3,0.5,0.5,0.5,0,0,0.75,1,1,0.75,0.5,0.25,0.75,0,0,0.5,0.25,0,0,0,0,0.25,0.75,0,0.75,0,0.25,0,0.75,0.75,0,0.5,0.5,0,0,0,0.5,0,0.5
"12079",12079,1164,4,0.75,1,1,0,0.5,0,1,1,1,0.75,1,0.5,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.75,0.5,1,1,0.75,0.5,0.75,0.75
"12080",12080,1164,5,0.75,0.75,0.25,0,0,0,1,0.75,0.75,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,1,0.5,0.5,0,0.25,0.5,0.25,0.5
"12081",12081,1164,6,0.5,0,0,0,0,0.75,0.5,0,0.25,0.5,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.25,0,0,0.5,0,0,0,0,0,0
"12082",12082,1164,7,0.75,1,0.5,0,0,0.5,1,0.75,0,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,0.75,0,0,0.5,0.5,0,0.75
"12083",12083,1164,8,0.75,0.75,0.25,0,0,0.75,0.5,0.5,0.75,0.5,0,0,0,0,0,0,0.25,0,0,0,0,0,0.5,0.75,0,0,0,0.75,0.75,0,0.75,0.75,0.75,0,0,0.75,0,0.75
"12084",12084,1164,9,0.5,1,0,0,0,0.75,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,1,0.5,0.75,0.5,0.75,0.75,1
"12085",12085,1164,10,0.75,0.5,0.5,0,0,0,0.75,0.75,1,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0.5,1,0,0,0,0.75,0.5,0.75
"12086",12086,1164,11,0.5,0.75,0.5,0,0,0.75,1,0.75,0.75,0.75,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0.75,0,0,0,0,0.75,0,0,0.75,0,0,0,0.75,0.5,0.75
"12087",12087,1164,12,0,0.75,0,0,0,0,0.75,0.75,0.75,0.5,0.75,0,0,0,0.5,0,0,0,0,0,0.75,0.75,0,0,0,0,0,0,0.75,0,0,0.75,1,0,0,0,0,0.25
